,index,Age,Gender,Country,state,self_employed,family_history,treatment,work_interfere,no_employees,remote_work,tech_company,benefits,care_options,wellness_program,seek_help,anonymity,leave,mental_health_consequence,phys_health_consequence,coworkers,supervisor,mental_health_interview,phys_health_interview,mental_vs_physical,obs_consequence
275,275,33,0.0,2.0,45.0,1.0,1.0,0,0.0,3.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,2.0,0.0,0.0,1.0,2.0,0.0,0.0,1.0,0.0
276,276,34,0.0,0.0,14.0,1.0,1.0,0,0.0,2.0,1.0,1.0,0.0,1.0,1.0,1.0,2.0,2.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0
277,277,28,0.0,39.0,45.0,1.0,1.0,0,3.0,1.0,1.0,0.0,1.0,0.0,1.0,1.0,2.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0
278,278,28,0.0,0.0,12.0,1.0,1.0,1,2.0,3.0,1.0,1.0,0.0,0.0,0.0,2.0,2.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,2.0,0.0
279,279,23,0.0,0.0,6.0,1.0,0.0,0,3.0,3.0,1.0,0.0,2.0,1.0,1.0,2.0,2.0,2.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0
280,280,22,0.0,5.0,45.0,0.0,0.0,1,3.0,1.0,0.0,0.0,2.0,2.0,0.0,0.0,2.0,0.0,1.0,0.0,1.0,2.0,0.0,2.0,0.0,1.0
281,281,27,0.0,25.0,45.0,1.0,1.0,0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,0.0,2.0,2.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0
282,282,18,0.0,0.0,3.0,1.0,1.0,1,3.0,1.0,1.0,0.0,2.0,1.0,1.0,2.0,2.0,2.0,2.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0
283,283,35,0.0,0.0,2.0,1.0,0.0,1,3.0,2.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,3.0,2.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0
284,284,25,0.0,2.0,45.0,1.0,1.0,0,0.0,3.0,1.0,1.0,2.0,2.0,1.0,1.0,2.0,2.0,0.0,0.0,1.0,1.0,0.0,2.0,0.0,0.0
285,285,27,0.0,1.0,45.0,1.0,0.0,1,3.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,2.0,2.0,2.0,2.0,2.0,0.0
286,286,26,1.0,0.0,1.0,1.0,0.0,1,2.0,5.0,1.0,0.0,0.0,2.0,2.0,2.0,2.0,2.0,1.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0
287,287,18,0.0,0.0,1.0,1.0,1.0,0,1.0,2.0,1.0,0.0,2.0,2.0,2.0,2.0,2.0,1.0,0.0,0.0,1.0,1.0,0.0,1.0,2.0,0.0
288,288,38,1.0,0.0,3.0,1.0,1.0,1,3.0,0.0,1.0,0.0,1.0,0.0,1.0,1.0,2.0,2.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0
289,289,26,1.0,0.0,3.0,1.0,0.0,1,2.0,5.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0
290,290,30,0.0,10.0,45.0,0.0,1.0,0,1.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,2.0,2.0,0.0,0.0,2.0,0.0
291,291,35,0.0,0.0,0.0,1.0,1.0,0,1.0,5.0,1.0,0.0,2.0,1.0,1.0,2.0,2.0,2.0,2.0,1.0,1.0,1.0,0.0,0.0,1.0,0.0
292,292,45,0.0,0.0,2.0,1.0,0.0,1,3.0,5.0,1.0,0.0,0.0,0.0,2.0,2.0,0.0,2.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0
293,293,32,0.0,0.0,0.0,1.0,1.0,0,1.0,5.0,1.0,0.0,0.0,1.0,1.0,2.0,2.0,2.0,1.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0
294,294,56,0.0,0.0,45.0,1.0,1.0,1,1.0,5.0,1.0,0.0,0.0,2.0,2.0,2.0,2.0,2.0,0.0,1.0,2.0,1.0,0.0,1.0,1.0,0.0
295,295,24,1.0,0.0,0.0,1.0,1.0,0,0.0,4.0,1.0,0.0,2.0,2.0,1.0,2.0,2.0,2.0,1.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0
296,296,30,1.0,0.0,28.0,1.0,0.0,1,3.0,2.0,1.0,0.0,0.0,0.0,0.0,2.0,2.0,1.0,0.0,0.0,2.0,2.0,0.0,2.0,2.0,0.0
297,297,60,0.0,0.0,0.0,1.0,1.0,0,0.0,5.0,1.0,0.0,0.0,1.0,2.0,0.0,2.0,2.0,0.0,0.0,1.0,2.0,1.0,1.0,2.0,0.0
298,298,33,0.0,0.0,0.0,1.0,0.0,1,3.0,5.0,1.0,0.0,0.0,1.0,0.0,0.0,2.0,2.0,2.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0
299,299,37,0.0,0.0,2.0,1.0,1.0,0,1.0,5.0,1.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,0.0,0.0,1.0,2.0,1.0,1.0,1.0,0.0
300,300,23,1.0,0.0,2.0,1.0,1.0,1,3.0,5.0,1.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,0.0,0.0,1.0,1.0,0.0,0.0,2.0,0.0
301,301,31,1.0,0.0,0.0,1.0,1.0,1,3.0,5.0,1.0,0.0,0.0,2.0,2.0,2.0,0.0,0.0,0.0,0.0,2.0,2.0,0.0,0.0,2.0,0.0
302,302,26,0.0,0.0,7.0,1.0,1.0,0,2.0,3.0,1.0,0.0,0.0,2.0,1.0,2.0,2.0,2.0,0.0,0.0,1.0,2.0,0.0,1.0,1.0,0.0
303,303,28,1.0,0.0,1.0,1.0,0.0,1,4.0,3.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,1.0,2.0,0.0,0.0,2.0,0.0
304,304,37,1.0,0.0,0.0,1.0,1.0,1,2.0,5.0,1.0,0.0,0.0,0.0,2.0,0.0,2.0,0.0,0.0,0.0,1.0,2.0,0.0,0.0,2.0,0.0
305,305,26,0.0,2.0,45.0,1.0,0.0,1,4.0,1.0,1.0,0.0,0.0,1.0,1.0,2.0,2.0,2.0,1.0,0.0,1.0,1.0,1.0,1.0,2.0,0.0
306,306,30,1.0,0.0,8.0,1.0,0.0,1,2.0,2.0,1.0,0.0,0.0,2.0,1.0,1.0,2.0,0.0,1.0,0.0,1.0,2.0,0.0,0.0,1.0,0.0
307,307,26,0.0,0.0,11.0,1.0,1.0,0,0.0,2.0,1.0,0.0,1.0,1.0,1.0,1.0,2.0,2.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,1.0
308,308,25,0.0,0.0,5.0,1.0,1.0,0,0.0,2.0,0.0,0.0,2.0,2.0,1.0,2.0,2.0,2.0,0.0,0.0,1.0,2.0,0.0,0.0,1.0,0.0
309,309,27,0.0,0.0,4.0,1.0,1.0,0,3.0,3.0,1.0,0.0,0.0,2.0,0.0,0.0,2.0,2.0,1.0,0.0,1.0,2.0,0.0,1.0,1.0,0.0
310,310,25,0.0,2.0,45.0,1.0,1.0,1,4.0,1.0,0.0,1.0,2.0,1.0,1.0,2.0,2.0,3.0,2.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0
311,311,35,0.0,0.0,5.0,1.0,1.0,1,2.0,3.0,1.0,0.0,0.0,2.0,2.0,0.0,2.0,2.0,0.0,0.0,1.0,2.0,0.0,0.0,1.0,0.0
312,312,36,0.0,0.0,1.0,0.0,1.0,1,1.0,0.0,1.0,0.0,1.0,0.0,1.0,1.0,2.0,0.0,1.0,0.0,1.0,2.0,0.0,0.0,2.0,0.0
313,313,26,0.0,0.0,0.0,1.0,0.0,1,3.0,5.0,1.0,0.0,0.0,2.0,1.0,2.0,2.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
314,314,27,0.0,0.0,0.0,1.0,0.0,0,0.0,5.0,1.0,0.0,2.0,1.0,2.0,2.0,2.0,1.0,0.0,0.0,2.0,2.0,1.0,1.0,2.0,0.0
315,315,30,0.0,0.0,37.0,1.0,1.0,0,0.0,1.0,1.0,1.0,2.0,2.0,1.0,2.0,2.0,2.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,0.0
316,316,29,0.0,0.0,2.0,1.0,1.0,0,0.0,3.0,1.0,1.0,2.0,2.0,1.0,2.0,2.0,2.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0
317,317,25,0.0,0.0,22.0,1.0,1.0,0,1.0,5.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,2.0,1.0,1.0,2.0,0.0
318,318,22,1.0,0.0,2.0,1.0,0.0,1,4.0,5.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,2.0,1.0
319,319,29,0.0,30.0,2.0,1.0,1.0,0,0.0,2.0,1.0,0.0,1.0,0.0,1.0,1.0,2.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,0.0
320,320,41,0.0,0.0,38.0,1.0,0.0,1,2.0,3.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,1.0,2.0,1.0,1.0,2.0,0.0
321,321,29,0.0,0.0,0.0,1.0,1.0,1,3.0,5.0,1.0,0.0,0.0,1.0,1.0,2.0,2.0,2.0,2.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0
322,322,32,0.0,0.0,5.0,1.0,1.0,0,1.0,4.0,1.0,0.0,0.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,1.0,2.0,1.0,1.0,2.0,0.0
323,323,24,1.0,0.0,0.0,1.0,0.0,1,3.0,5.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,2.0,1.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0
324,324,25,0.0,0.0,0.0,1.0,1.0,1,2.0,1.0,1.0,0.0,0.0,1.0,2.0,1.0,2.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
325,325,25,0.0,0.0,0.0,1.0,1.0,0,0.0,5.0,1.0,0.0,2.0,2.0,2.0,2.0,2.0,2.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0
326,326,30,1.0,0.0,19.0,1.0,1.0,0,1.0,5.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0
327,327,25,0.0,0.0,0.0,1.0,0.0,1,3.0,5.0,1.0,0.0,2.0,2.0,2.0,0.0,2.0,2.0,0.0,0.0,2.0,2.0,0.0,0.0,2.0,0.0
328,328,30,0.0,0.0,9.0,0.0,1.0,0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,2.0,2.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0
329,329,33,0.0,3.0,45.0,0.0,0.0,1,2.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,3.0,2.0,2.0,0.0,0.0,1.0,0.0,2.0,1.0
330,330,24,0.0,0.0,1.0,1.0,1.0,0,0.0,2.0,1.0,0.0,0.0,2.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,1.0,2.0,0.0
331,331,25,0.0,2.0,45.0,1.0,0.0,1,3.0,5.0,1.0,0.0,0.0,0.0,1.0,2.0,2.0,2.0,2.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0
332,332,31,0.0,0.0,9.0,1.0,1.0,0,0.0,3.0,1.0,1.0,2.0,1.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0
333,333,45,0.0,6.0,45.0,0.0,1.0,1,4.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0,2.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
334,334,29,0.0,34.0,45.0,1.0,1.0,0,0.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,2.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0
335,335,46,0.0,0.0,1.0,1.0,1.0,0,1.0,2.0,1.0,0.0,0.0,2.0,0.0,2.0,2.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0
336,336,30,0.0,1.0,45.0,1.0,1.0,1,3.0,2.0,1.0,0.0,2.0,1.0,1.0,2.0,2.0,2.0,2.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0
337,337,29,1.0,0.0,0.0,0.0,1.0,0,3.0,5.0,1.0,0.0,0.0,2.0,2.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,0.0
338,338,24,0.0,0.0,7.0,1.0,1.0,0,0.0,5.0,1.0,0.0,0.0,0.0,2.0,2.0,0.0,2.0,2.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0
339,339,29,0.0,0.0,1.0,1.0,1.0,0,0.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,2.0,0.0,1.0,2.0,0.0
340,340,35,0.0,0.0,10.0,1.0,1.0,0,0.0,2.0,1.0,1.0,2.0,2.0,1.0,2.0,2.0,2.0,0.0,0.0,2.0,2.0,0.0,0.0,0.0,0.0
341,341,33,1.0,0.0,1.0,1.0,0.0,0,3.0,2.0,0.0,0.0,1.0,0.0,1.0,1.0,2.0,4.0,2.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0
342,342,27,0.0,0.0,0.0,1.0,1.0,0,3.0,5.0,1.0,0.0,2.0,2.0,2.0,2.0,2.0,1.0,2.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
343,343,36,0.0,0.0,27.0,1.0,1.0,0,0.0,5.0,1.0,0.0,2.0,2.0,2.0,2.0,2.0,2.0,1.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0
344,344,33,0.0,1.0,45.0,1.0,1.0,0,2.0,0.0,0.0,0.0,2.0,1.0,1.0,1.0,2.0,2.0,2.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0
345,345,25,1.0,0.0,1.0,1.0,0.0,1,3.0,2.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,2.0,0.0,0.0,1.0,2.0,0.0,0.0,1.0,0.0
346,346,23,0.0,0.0,25.0,1.0,0.0,1,3.0,3.0,1.0,1.0,2.0,1.0,1.0,1.0,2.0,2.0,0.0,0.0,2.0,2.0,1.0,2.0,1.0,0.0
347,347,54,0.0,0.0,0.0,1.0,0.0,1,1.0,5.0,1.0,0.0,2.0,1.0,0.0,0.0,2.0,2.0,0.0,0.0,0.0,2.0,0.0,0.0,1.0,0.0
348,348,22,0.0,0.0,0.0,1.0,1.0,0,3.0,5.0,1.0,0.0,2.0,1.0,2.0,2.0,2.0,2.0,1.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0
349,349,25,2.0,0.0,0.0,1.0,0.0,1,3.0,5.0,1.0,0.0,0.0,0.0,2.0,2.0,2.0,2.0,1.0,0.0,1.0,1.0,0.0,0.0,2.0,0.0
350,350,29,0.0,14.0,45.0,1.0,1.0,0,4.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,2.0,2.0,1.0,0.0,2.0,2.0,1.0,1.0,1.0,0.0
351,351,27,0.0,0.0,7.0,1.0,1.0,1,3.0,5.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,0.0
352,352,30,0.0,1.0,45.0,1.0,1.0,0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,2.0,2.0,1.0,0.0,0.0,1.0,2.0,0.0,1.0,2.0,0.0
353,353,26,0.0,0.0,0.0,1.0,0.0,1,4.0,5.0,1.0,0.0,0.0,2.0,2.0,0.0,2.0,2.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0
354,354,25,1.0,9.0,45.0,1.0,0.0,0,3.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,2.0,0.0,0.0,0.0,1.0,2.0,0.0,0.0,0.0,0.0
355,355,31,0.0,0.0,0.0,1.0,1.0,1,3.0,4.0,1.0,1.0,1.0,0.0,1.0,2.0,0.0,2.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
356,356,33,0.0,0.0,11.0,1.0,0.0,1,3.0,2.0,1.0,0.0,2.0,2.0,1.0,1.0,2.0,2.0,1.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0
357,357,34,0.0,0.0,1.0,1.0,0.0,1,3.0,5.0,1.0,0.0,0.0,0.0,2.0,0.0,0.0,2.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0
358,358,34,0.0,0.0,1.0,1.0,1.0,1,3.0,3.0,0.0,0.0,1.0,1.0,1.0,1.0,2.0,0.0,2.0,2.0,1.0,1.0,0.0,1.0,1.0,0.0
359,359,29,0.0,0.0,11.0,0.0,1.0,0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,2.0,2.0,1.0,1.0,2.0,0.0
360,360,33,1.0,0.0,1.0,1.0,1.0,0,0.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,2.0,3.0,1.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0
361,361,34,0.0,3.0,45.0,0.0,0.0,1,2.0,2.0,0.0,0.0,1.0,1.0,1.0,2.0,2.0,3.0,0.0,0.0,2.0,2.0,0.0,1.0,2.0,0.0
362,362,26,0.0,0.0,24.0,0.0,0.0,1,2.0,3.0,0.0,1.0,1.0,1.0,1.0,2.0,1.0,2.0,1.0,0.0,1.0,2.0,0.0,2.0,0.0,0.0
363,363,32,0.0,0.0,10.0,1.0,0.0,1,2.0,5.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,1.0,2.0,0.0,2.0,2.0,0.0
364,365,28,0.0,0.0,15.0,1.0,0.0,1,3.0,5.0,1.0,0.0,2.0,2.0,1.0,2.0,2.0,3.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
365,366,35,0.0,0.0,0.0,1.0,0.0,0,0.0,5.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,2.0,0.0,0.0,1.0,0.0
366,367,36,0.0,0.0,45.0,1.0,0.0,1,4.0,3.0,1.0,0.0,1.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0
367,368,21,0.0,0.0,11.0,1.0,0.0,1,2.0,3.0,1.0,0.0,0.0,1.0,1.0,2.0,0.0,2.0,0.0,0.0,2.0,2.0,1.0,1.0,1.0,0.0
368,369,21,0.0,1.0,45.0,1.0,1.0,1,3.0,1.0,1.0,1.0,2.0,2.0,1.0,1.0,1.0,1.0,2.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0
369,370,22,1.0,0.0,1.0,1.0,1.0,0,0.0,5.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,2.0,0.0
370,371,41,0.0,0.0,1.0,1.0,0.0,1,4.0,5.0,1.0,0.0,0.0,1.0,0.0,0.0,2.0,3.0,1.0,0.0,2.0,1.0,0.0,1.0,0.0,1.0
371,372,55,0.0,0.0,6.0,1.0,0.0,1,2.0,5.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,2.0,2.0,0.0,0.0,2.0,0.0
372,373,32,1.0,0.0,1.0,1.0,1.0,1,3.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,2.0,0.0,1.0,2.0,0.0
373,374,21,1.0,0.0,0.0,1.0,0.0,1,2.0,2.0,1.0,0.0,2.0,2.0,2.0,1.0,2.0,0.0,2.0,0.0,1.0,0.0,0.0,2.0,1.0,0.0
374,375,45,0.0,0.0,7.0,1.0,1.0,1,1.0,2.0,0.0,0.0,0.0,0.0,2.0,2.0,2.0,2.0,1.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0
375,376,27,1.0,0.0,1.0,1.0,1.0,1,2.0,5.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,2.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
376,377,25,1.0,0.0,1.0,1.0,0.0,1,3.0,2.0,0.0,0.0,2.0,1.0,1.0,1.0,2.0,2.0,1.0,0.0,1.0,2.0,0.0,0.0,2.0,0.0
377,378,34,1.0,0.0,2.0,1.0,0.0,1,2.0,5.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,4.0,1.0,1.0,1.0,1.0,0.0,0.0,2.0,0.0
378,379,26,1.0,0.0,0.0,1.0,0.0,1,1.0,5.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
379,380,41,0.0,2.0,45.0,1.0,1.0,1,1.0,4.0,1.0,0.0,0.0,2.0,1.0,2.0,2.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0
380,381,27,0.0,0.0,0.0,1.0,1.0,1,2.0,5.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,2.0,0.0,0.0,1.0,2.0,0.0,1.0,2.0,0.0
381,382,31,0.0,0.0,11.0,1.0,0.0,1,3.0,2.0,0.0,0.0,0.0,1.0,1.0,1.0,2.0,2.0,0.0,0.0,2.0,2.0,0.0,0.0,1.0,0.0
382,383,25,0.0,3.0,45.0,1.0,0.0,1,4.0,2.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,2.0,2.0,0.0,2.0,0.0,0.0
383,384,26,0.0,0.0,32.0,1.0,1.0,1,3.0,1.0,1.0,0.0,2.0,1.0,1.0,1.0,2.0,2.0,2.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0
384,385,27,1.0,0.0,19.0,1.0,0.0,1,2.0,5.0,0.0,0.0,0.0,0.0,1.0,2.0,2.0,2.0,1.0,1.0,0.0,2.0,0.0,0.0,1.0,0.0
385,386,42,0.0,11.0,45.0,1.0,1.0,0,1.0,4.0,1.0,0.0,2.0,2.0,1.0,1.0,2.0,2.0,0.0,0.0,1.0,2.0,1.0,1.0,1.0,0.0
386,387,29,2.0,0.0,0.0,0.0,0.0,1,3.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,2.0,4.0,2.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0
387,388,25,1.0,0.0,0.0,1.0,1.0,1,3.0,1.0,1.0,0.0,2.0,2.0,1.0,1.0,2.0,3.0,2.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0
388,389,33,1.0,9.0,45.0,1.0,0.0,1,2.0,5.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,2.0,1.0,0.0,1.0,0.0,0.0,2.0,1.0,0.0
389,390,39,1.0,36.0,45.0,0.0,0.0,1,4.0,0.0,1.0,0.0,1.0,0.0,1.0,1.0,1.0,4.0,2.0,2.0,0.0,0.0,2.0,0.0,0.0,1.0
390,391,40,1.0,0.0,6.0,1.0,0.0,1,2.0,5.0,1.0,1.0,0.0,1.0,2.0,2.0,2.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0
391,392,31,0.0,0.0,28.0,1.0,1.0,0,1.0,5.0,1.0,0.0,2.0,1.0,1.0,2.0,2.0,0.0,2.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0
392,393,26,0.0,2.0,45.0,1.0,0.0,1,4.0,2.0,0.0,0.0,2.0,1.0,2.0,2.0,2.0,1.0,0.0,0.0,2.0,2.0,0.0,0.0,2.0,0.0
393,394,24,1.0,0.0,3.0,1.0,0.0,0,0.0,4.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,4.0,2.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0
394,395,29,0.0,0.0,3.0,1.0,1.0,0,1.0,5.0,1.0,1.0,0.0,2.0,1.0,2.0,2.0,2.0,1.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0
395,396,48,0.0,1.0,45.0,1.0,1.0,0,0.0,2.0,1.0,0.0,2.0,1.0,1.0,1.0,2.0,2.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
396,397,35,0.0,1.0,45.0,1.0,1.0,0,3.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,2.0,4.0,1.0,1.0,1.0,2.0,0.0,1.0,0.0,1.0
397,398,32,1.0,0.0,25.0,1.0,1.0,0,1.0,3.0,1.0,0.0,2.0,2.0,1.0,1.0,2.0,2.0,1.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0
398,399,29,0.0,2.0,45.0,1.0,1.0,1,3.0,3.0,1.0,0.0,2.0,2.0,2.0,2.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,1.0,2.0,0.0
399,400,26,0.0,0.0,5.0,1.0,0.0,1,4.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,2.0,3.0,1.0,0.0,1.0,2.0,0.0,0.0,0.0,0.0
400,401,28,0.0,0.0,31.0,1.0,0.0,1,3.0,2.0,1.0,0.0,0.0,0.0,1.0,1.0,2.0,2.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0
401,402,23,0.0,0.0,0.0,1.0,1.0,0,0.0,5.0,1.0,0.0,2.0,1.0,1.0,2.0,2.0,2.0,0.0,0.0,1.0,2.0,0.0,1.0,0.0,0.0
402,403,35,0.0,0.0,0.0,1.0,0.0,1,3.0,3.0,1.0,0.0,0.0,0.0,1.0,1.0,2.0,4.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,1.0
403,404,29,0.0,3.0,45.0,1.0,0.0,1,3.0,2.0,1.0,0.0,2.0,1.0,1.0,1.0,2.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0
404,405,26,0.0,0.0,0.0,1.0,0.0,0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,2.0,1.0,1.0,0.0,0.0
405,406,33,0.0,0.0,29.0,1.0,0.0,1,1.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,2.0,1.0,2.0,1.0,0.0,0.0,2.0,0.0
406,407,33,0.0,0.0,0.0,1.0,1.0,0,0.0,5.0,0.0,0.0,2.0,1.0,2.0,2.0,2.0,2.0,2.0,0.0,1.0,0.0,0.0,1.0,2.0,0.0
407,408,22,0.0,16.0,45.0,0.0,1.0,0,1.0,1.0,0.0,0.0,2.0,1.0,1.0,1.0,2.0,0.0,0.0,0.0,2.0,2.0,1.0,0.0,1.0,0.0
408,409,30,1.0,26.0,45.0,1.0,0.0,0,0.0,4.0,1.0,0.0,1.0,1.0,1.0,1.0,2.0,2.0,2.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0
409,410,33,0.0,0.0,9.0,1.0,0.0,1,4.0,5.0,0.0,0.0,0.0,0.0,1.0,1.0,2.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
410,411,31,1.0,0.0,9.0,1.0,0.0,1,2.0,5.0,1.0,1.0,2.0,2.0,1.0,2.0,2.0,4.0,2.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0
411,412,21,0.0,0.0,7.0,1.0,0.0,0,1.0,5.0,1.0,0.0,2.0,2.0,2.0,2.0,2.0,2.0,0.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0
412,413,31,2.0,1.0,45.0,1.0,0.0,1,3.0,5.0,1.0,0.0,2.0,1.0,1.0,1.0,2.0,2.0,2.0,1.0,0.0,0.0,0.0,2.0,2.0,0.0
